station_uuid,original_station_id,latitude,longitude,station_name,city,zip_code_uuid
28805c5d-ad1b-8f60-c9e4-dab20edc6d2b,4266.0,34.026291,-118.277687,,Los Angeles,f5cae3bf-3729-c619-c60a-3cab359eeefb
878b9f6b-57a1-cb71-2975-d279d86dbf11,4267.0,34.027618,-118.280678,,Los Angeles,f5cae3bf-3729-c619-c60a-3cab359eeefb
ebe21368-98c7-5205-1e01-a934402d0baf,4273.0,34.02586,-118.284103,,Los Angeles,f5cae3bf-3729-c619-c60a-3cab359eeefb
0361524c-2cc0-f859-aa65-24ab713b7e05,4275.0,34.01252,-118.285896,,Los Angeles,f5cae3bf-3729-c619-c60a-3cab359eeefb
e66cd36e-68ef-8f5f-ae68-690a78bc7175,4293.0,34.062279,-118.271523,,Los Angeles,a02fdaa1-ad86-4c44-e049-548e8a0a8c96
eae2025e-8233-9e23-dff3-334b91b15f5d,4300.0,34.04887,-118.2743,,Los Angeles,a02fdaa1-ad86-4c44-e049-548e8a0a8c96
637e0edc-5b6e-4ae7-a620-81434fbaecc0,4301.0,34.099049,-118.291496,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
27460f22-403d-1f83-a859-890cd670f668,4302.0,34.092491,-118.291443,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
753c7c99-032f-06ca-b0d9-c2aa8f837ef7,4303.0,34.098011,-118.287071,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
bd30291a-55fe-a08e-143e-2e04bdd7d19b,4304.0,34.06258,-118.290092,,Los Angeles,2a9eba0c-df56-1d80-2a75-9159fb7ff337
2284b7a4-47e7-f593-8b58-85ca0bb2c3f0,4306.0,34.057652,-118.292183,,Los Angeles,2a9eba0c-df56-1d80-2a75-9159fb7ff337
7b59051b-f400-48d7-c31d-5a973d792fa1,4311.0,34.059689,-118.294662,,Los Angeles,2a9eba0c-df56-1d80-2a75-9159fb7ff337
ac642b4c-49b2-5ded-9c31-d9b25a2b745b,4313.0,34.056808,-118.275002,,Los Angeles,a02fdaa1-ad86-4c44-e049-548e8a0a8c96
e456697c-f268-6baa-971c-702d5bf49c04,4314.0,34.057709,-118.279762,,Los Angeles,a02fdaa1-ad86-4c44-e049-548e8a0a8c96
21e15094-9efe-e464-da90-f534a23d4c9d,4315.0,34.054031,-118.27092,,Los Angeles,a02fdaa1-ad86-4c44-e049-548e8a0a8c96
bf9cc545-6355-18f7-4f6f-a985b732d46f,4387.0,34.03352,-118.241837,,Los Angeles,3fd42359-92ed-cf45-1a1a-fe878b33e968
14aa451c-a69c-fb85-d432-f8db6a174c1c,4390.0,34.069271,-118.296593,,Los Angeles,f7108e96-f770-c226-3266-aa3bb0cde917
b2d650af-313b-32b7-9836-31890063e42f,4401.0,34.075611,-118.291862,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
391cf046-3d4a-5d51-28fa-fd04559b5975,4404.0,34.04813,-118.271027,,Los Angeles,5bc8fbbc-bde5-c099-4164-d8399f767c45
b5d97ef7-60ef-1471-72b8-ff39a32c9b6f,4405.0,34.051899,-118.293678,,Los Angeles,2a9eba0c-df56-1d80-2a75-9159fb7ff337
dfe1b307-9172-5f0a-ac7c-8803e01bbf50,4406.0,34.101891,-118.300613,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
df26f517-66fa-f989-0813-5d586a1689ad,4410.0,34.063351,-118.296799,,Los Angeles,0585a01c-4c7d-6df0-621a-ef57e4cc4132
c5adf681-6b10-e53a-9145-de05b3ab1b2c,4436.0,34.105782,-118.291939,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
2a69acc7-0bf9-c0ef-b581-6b74a985ab61,4437.0,34.105358,-118.28727,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
b3969057-425c-b200-105a-da6b720299e3,4438.0,34.094929,-118.284561,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
e28bc9ff-870f-084c-7244-f536285e25b4,4439.0,34.090969,-118.286247,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
9a9e4310-8fb8-3bab-e875-4cd37cbd7025,4440.0,34.061661,-118.298241,,Los Angeles,0585a01c-4c7d-6df0-621a-ef57e4cc4132
09f6048f-e245-a460-0004-884cc167733f,4441.0,34.026619,-118.281807,,Los Angeles,f5cae3bf-3729-c619-c60a-3cab359eeefb
d675ebf7-4fe3-0c9a-5371-0f577e9cf84f,4442.0,34.098,-118.300468,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
d29dc5df-cf1d-a110-0cc3-6d8c77863fe5,4443.0,34.022091,-118.279793,,Los Angeles,f5cae3bf-3729-c619-c60a-3cab359eeefb
6a46721a-cffa-6cdd-f963-a7efe00111e5,4444.0,34.061619,-118.305573,,Los Angeles,0585a01c-4c7d-6df0-621a-ef57e4cc4132
f689a4a5-ffda-0336-8c6e-90373020da5c,4445.0,34.073639,-118.251572,,Los Angeles,015c33b2-df14-61aa-f8eb-18b900745130
d663049d-155e-18b1-fa83-ada4a2121ac5,4446.0,34.05323,-118.278419,,Los Angeles,a02fdaa1-ad86-4c44-e049-548e8a0a8c96
03c54c71-fca0-5536-2169-df82b9bdee2d,4447.0,34.0616,-118.28199,,Los Angeles,a02fdaa1-ad86-4c44-e049-548e8a0a8c96
6ae04d52-adb3-28cb-f315-8c0c66dd7794,4448.0,34.03027,-118.273193,,Los Angeles,617959ce-3f1f-65a8-de52-71007814e8a2
03a89879-36a9-8d74-00de-59f550f0fc2b,4449.0,34.04557,-118.274193,,Los Angeles,5bc8fbbc-bde5-c099-4164-d8399f767c45
faf1501b-009a-815b-c137-8be5b7a28e0a,4450.0,34.063492,-118.287163,,Los Angeles,2a9eba0c-df56-1d80-2a75-9159fb7ff337
9cb017c1-8741-ae91-acfe-bb4bd29e8693,4451.0,34.10363,-118.291313,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
9bbd750d-1e70-7c52-30c1-fb6a19086515,4452.0,34.102329,-118.28746,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
4d6b234f-dfa7-c6ed-32d1-f81ba636425c,4453.0,34.082649,-118.284393,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
2ea60b99-fa7f-f8bf-b044-284a47acf2f6,4454.0,34.017899,-118.291718,,Los Angeles,f5cae3bf-3729-c619-c60a-3cab359eeefb
ec3aa314-da9b-b017-79c1-47c719a5711b,4455.0,34.10936,-118.271812,,Los Angeles,ef901b93-2a7c-1880-6a37-53915c76f18a
0597aab6-14d3-0dbc-a0ac-f4c9658de17e,4456.0,34.052429,-118.302017,,Los Angeles,0585a01c-4c7d-6df0-621a-ef57e4cc4132
ccc14d51-73f6-60d8-e9f4-1cc04653a560,4457.0,34.100109,-118.289864,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
41a93f90-dc82-1527-1da3-b7e2cad6e514,4472.0,34.092602,-118.28093,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
d138d150-8557-716a-a750-2a812227d96d,4473.0,34.07159,-118.282288,,Los Angeles,a02fdaa1-ad86-4c44-e049-548e8a0a8c96
1d77ce40-58d8-7776-a51a-d4f3a699bae0,4474.0,34.110031,-118.287163,,Los Angeles,54f46a69-10ac-ff00-4389-2dfc254cb864
d9ead926-4745-dd9e-2789-6389df3277fd,4475.0,34.045181,-118.243248,,Los Angeles,5f2dd97f-1cfb-10f6-2827-688de6a16a3b
34ab18fd-0a68-e88e-0ad4-041504c14982,4476.0,34.08252,-118.27272,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
50910bdc-8ef0-66d4-4279-b14dae55cdff,4477.0,34.103851,-118.325462,,Los Angeles,960d5a8f-9a65-6aaf-d141-25844d25deb3
914591ae-f03d-866a-5dec-c06af24dfdd8,4478.0,34.10424,-118.273697,,Los Angeles,ef901b93-2a7c-1880-6a37-53915c76f18a
d8ab0b30-0ac0-cf0d-d974-c146e8ec01b3,4479.0,34.031502,-118.288742,,Los Angeles,f5cae3bf-3729-c619-c60a-3cab359eeefb
9b8b71a1-b38a-05fb-f611-64cebfc74ca9,4480.0,34.05896,-118.250587,,Los Angeles,0d464138-a623-3255-3fc1-ea36f17fd374
a4e695c9-b65d-1226-7e96-9cf3a7c5cb87,4482.0,34.094372,-118.331009,,Los Angeles,b52a43ab-ad8d-194a-9892-139600ddb74d
6f790959-a3e0-4b3b-756b-0715e7180322,4483.0,34.1007,-118.259117,,Los Angeles,ef901b93-2a7c-1880-6a37-53915c76f18a
2da44da1-89b5-b368-df14-c6125f58d5b5,4486.0,34.06126,-118.258598,,Los Angeles,015c33b2-df14-61aa-f8eb-18b900745130
4a814d53-964d-db77-6025-f0ae35354579,4487.0,34.062111,-118.446922,,Los Angeles,5af84e6b-4f59-6727-10e6-d8e6568068b9
4578bab3-26a9-7465-2371-ea2c0247145f,4490.0,34.053551,-118.255836,,Los Angeles,5bc8fbbc-bde5-c099-4164-d8399f767c45
5e00ea6d-ca24-be4d-5667-2017555a4085,4491.0,34.04744,-118.24794,,Los Angeles,d76d4330-f144-6bea-b0c1-1fdecb91ce37
c787ddfb-5697-f17c-17fd-3736b7ef941c,4492.0,34.036869,-118.425499,,Los Angeles,b2489191-7b12-1dc5-4e5a-3a26d18a669a
4505f4f6-0a8c-46c7-0921-5f4f9edb95f2,4493.0,34.090279,-118.277191,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
955d0e77-fb5e-b866-2640-211e29f2c3c7,4494.0,34.075981,-118.256012,,Los Angeles,015c33b2-df14-61aa-f8eb-18b900745130
fd42f697-6511-1656-5c64-60364a1eb1b7,4509.0,34.101639,-118.309174,,Los Angeles,960d5a8f-9a65-6aaf-d141-25844d25deb3
1d69d9fc-4b1c-b8bd-2130-260c8c69778f,4510.0,34.077351,-118.264549,,Los Angeles,015c33b2-df14-61aa-f8eb-18b900745130
ef0a81ed-3d5d-60bc-bb03-78eb7a62722e,4511.0,34.056278,-118.231773,,Los Angeles,0d464138-a623-3255-3fc1-ea36f17fd374
db66bfda-2df9-6747-4ed1-35530c5a876f,4512.0,34.043812,-118.264969,,Los Angeles,c6a53877-7733-0bdb-d721-0dff076ce2ef
4d7bd307-1224-11e6-ba89-82dd85e69ea9,4513.0,34.08371,-118.296021,,Los Angeles,f7f35634-f0e3-cd97-2e81-d66d346c6e2b
4c9a0ae1-5419-eefc-d5e7-3e3f673617d9,4514.0,34.046551,-118.451439,,Los Angeles,78f845f5-7b31-20df-2f4d-4c8650d7d13f
8f928dc5-1972-4ce3-1bd0-94486a2b3200,4515.0,34.039742,-118.442268,,Los Angeles,78f845f5-7b31-20df-2f4d-4c8650d7d13f
564ae909-7958-5e69-7b2e-1b82e89dc815,4516.0,34.045849,-118.254402,,Los Angeles,d76d4330-f144-6bea-b0c1-1fdecb91ce37
cff4c56b-f9ea-2c64-cc41-7e7cd741d609,4517.0,34.101959,-118.338852,,Los Angeles,b52a43ab-ad8d-194a-9892-139600ddb74d
1db2b452-7aa5-6a18-1fd3-c01757f98d1e,4518.0,34.057968,-118.299751,,Los Angeles,0585a01c-4c7d-6df0-621a-ef57e4cc4132
09aedbd0-6d31-6b4a-7f6b-8793b318ad4c,4521.0,33.990318,-118.412048,,Los Angeles,32ea6928-f623-6bf2-504b-74ba4a0fe75d
afe6790a-bc18-a40b-55c7-ed9d4d4985dc,4523.0,34.068748,-118.30928,,Los Angeles,f7108e96-f770-c226-3266-aa3bb0cde917
2aa36cf7-eb70-ba65-27d9-9a23e4f7625e,4524.0,34.06163,-118.301193,,Los Angeles,0585a01c-4c7d-6df0-621a-ef57e4cc4132
ce5dc807-6025-7199-9082-3edaa0722aa0,4525.0,34.10038,-118.341797,,Los Angeles,b52a43ab-ad8d-194a-9892-139600ddb74d
16408169-a38d-8afc-fdd2-ed7af97ccc57,4526.0,34.103378,-118.34919,,Los Angeles,419521fe-0e97-9cf3-2d16-34b4b4653252
32b2c492-15ac-e7a1-ceca-2ee310da8a95,4527.0,34.102001,-118.33741,,Los Angeles,b52a43ab-ad8d-194a-9892-139600ddb74d
62830869-0fa7-ee05-3897-4df5bff773ce,4528.0,34.06097,-118.444366,,Los Angeles,5af84e6b-4f59-6727-10e6-d8e6568068b9
8e751eb7-64d0-9913-191b-8adf0202861c,4529.0,34.10186,-118.33329,,Los Angeles,960d5a8f-9a65-6aaf-d141-25844d25deb3
eb8f2056-72d3-cc5d-4a31-b24384dd6da6,4534.0,34.10186,-118.32811,,Los Angeles,960d5a8f-9a65-6aaf-d141-25844d25deb3
b6e355f6-95bb-440d-c9cd-4af97d161f29,4536.0,33.989079,-118.462257,,Los Angeles,687c966c-377b-9aa2-bb2e-db20035b7399
156af458-6c4c-3935-379d-eda1ade6c5e9,4537.0,34.098228,-118.338821,,Los Angeles,b52a43ab-ad8d-194a-9892-139600ddb74d
ffc573d5-fd0b-a70e-385a-f4635e4af862,4538.0,34.06543,-118.308823,,Los Angeles,f7108e96-f770-c226-3266-aa3bb0cde917
2aa50f4e-c6f0-0933-95d1-805142cb6d1d,4539.0,34.101761,-118.33474,,Los Angeles,960d5a8f-9a65-6aaf-d141-25844d25deb3
1d7173e5-5bc7-fdeb-3123-4efe6e648043,4540.0,34.04776,-118.22541,,Los Angeles,5f2dd97f-1cfb-10f6-2827-688de6a16a3b
da54f267-dd13-8266-d26d-53961058fe8c,4543.0,33.95718,-118.451248,,Los Angeles,f3001cee-05da-8467-f063-13fff9a01fe8
869bdbd2-e72b-b5b7-0712-0911b3b68b57,4544.0,33.928459,-118.435204,,Los Angeles,f3001cee-05da-8467-f063-13fff9a01fe8
33a1d1c2-ad4a-b155-c09f-cd8f739cd488,4545.0,33.95879,-118.44828,,Los Angeles,f3001cee-05da-8467-f063-13fff9a01fe8
41a8a6e1-65e0-4993-7f41-1fed1e70e799,4546.0,34.031399,-118.453629,,Los Angeles,78f845f5-7b31-20df-2f4d-4c8650d7d13f
ff3e0ba1-0ac7-28b4-a418-65bf350d278d,4547.0,33.9897,-118.448883,,Los Angeles,687c966c-377b-9aa2-bb2e-db20035b7399
9f982188-3744-da64-cc24-9558f2ad985f,4548.0,34.026829,-118.393517,,Los Angeles,677fd139-d84a-1d3a-5b8e-8fb2bff29101
755a3ac1-32ae-2a20-1ac9-02ee25777cf0,4549.0,34.022449,-118.438332,,Los Angeles,b2489191-7b12-1dc5-4e5a-3a26d18a669a
d3b564b0-8be0-4c3e-5c94-938160c6b3ed,4552.0,33.990971,-118.421303,,Los Angeles,32ea6928-f623-6bf2-504b-74ba4a0fe75d
98a33736-fd1a-c7ce-1ad0-a6f226bdd974,4553.0,33.99958,-118.44136,,Los Angeles,6b384309-c9a9-37a6-8c8f-95ef04a012e8
905c053b-25fd-acbe-7ce7-1b48fba52e59,4554.0,34.00351,-118.43438,,Los Angeles,6b384309-c9a9-37a6-8c8f-95ef04a012e8
6c596216-ae0f-dbc8-a36b-cb0167e98363,4555.0,34.005871,-118.429161,,Los Angeles,6b384309-c9a9-37a6-8c8f-95ef04a012e8
ade7cef3-7ed2-ec2f-856f-3d95e0ae1a1b,4556.0,34.009022,-118.425011,,Los Angeles,6b384309-c9a9-37a6-8c8f-95ef04a012e8
d5627386-528c-c241-e345-ac72eac39204,4557.0,34.011799,-118.419441,,Los Angeles,6b384309-c9a9-37a6-8c8f-95ef04a012e8
a2939b3b-7fa7-4d8a-ff88-ec827f99d273,4558.0,34.025688,-118.395302,,Los Angeles,677fd139-d84a-1d3a-5b8e-8fb2bff29101
8af58903-33b5-b3ce-dfec-4623ab899605,4559.0,34.021992,-118.416496,,Los Angeles,b2489191-7b12-1dc5-4e5a-3a26d18a669a
